path,title,slug,content_chars,link_count,links,image_count,images,legacy_wordpress_link_count,legacy_wordpress_links
docs/Getting Started/ask-ai.md,Ask AI,ask-ai,2946,0,,0,,0,
docs/Getting Started/client-card-program.md,Client Card Program,client-card-program,3540,1,klv-lookup.md,0,,0,
docs/Getting Started/client-testing-guide.md,Client Testing Guide,client-testing-guide,11289,17,mailto:implementations@paymentology.com | https://developer.sprint.paymentology.com/get-started/our-apis/ | https://developer.sprint.paymentology.com/contact-us/ | https://developer.sprint.paymentology.com/companion-api/api-reference/ | https://developer.sprint.paymentology.com/card-api/api-reference/ | https://developer.sprint.paymentology.com/companion-api/api-reference/remote/ | https://developer.sprint.paymentology.com/card-api/ | https://developer.sprint.paymentology.com/tools/ | https://developer.sprint.paymentology.com/tools/checksum-generator/ | https://developer.sprint.paymentology.com/tools/xml-generator/ | https://developer.sprint.paymentology.com/tools/xml-poster/ | https://developer.sprint.paymentology.com/tools/simpos/ | https://developer.sprint.paymentology.com/wp-content/uploads/2022/11/Companion-API-Physical-Card-test-script.xlsx | https://developer.sprint.paymentology.com/wp-content/uploads/2022/11/Companion-API-Virtual-Card-test-script.xlsx | https://developer.sprint.paymentology.com/wp-content/uploads/2022/11/Card-API-Physical-Card-test-script.xlsx | https://developer.sprint.paymentology.com/wp-content/uploads/2022/11/Card-API-Virtual-Card-test-script.xlsx | mailto:implementations@tutuka.com,0,,15,https://developer.sprint.paymentology.com/get-started/our-apis/ | https://developer.sprint.paymentology.com/contact-us/ | https://developer.sprint.paymentology.com/companion-api/api-reference/ | https://developer.sprint.paymentology.com/card-api/api-reference/ | https://developer.sprint.paymentology.com/companion-api/api-reference/remote/ | https://developer.sprint.paymentology.com/card-api/ | https://developer.sprint.paymentology.com/tools/ | https://developer.sprint.paymentology.com/tools/checksum-generator/ | https://developer.sprint.paymentology.com/tools/xml-generator/ | https://developer.sprint.paymentology.com/tools/xml-poster/ | https://developer.sprint.paymentology.com/tools/simpos/ | https://developer.sprint.paymentology.com/wp-content/uploads/2022/11/Companion-API-Physical-Card-test-script.xlsx | https://developer.sprint.paymentology.com/wp-content/uploads/2022/11/Companion-API-Virtual-Card-test-script.xlsx | https://developer.sprint.paymentology.com/wp-content/uploads/2022/11/Card-API-Physical-Card-test-script.xlsx | https://developer.sprint.paymentology.com/wp-content/uploads/2022/11/Card-API-Virtual-Card-test-script.xlsx
docs/Getting Started/fraud.md,Fraud and Risk,fraud,4977,0,,0,,0,
docs/Getting Started/get-started-sprint.md,Get Started,get-started-sprint,3955,2,our-apis.md | testing.md,0,,0,
docs/Getting Started/glossary.md,Glossary,glossary,48953,0,,0,,0,
docs/Getting Started/our-apis.md,Our APIs,our-apis,7739,8,https://developer.sprint.paymentology.com/companion-api/ | https://developer.sprint.paymentology.com/card-api/ | https://developer.sprint.paymentology.com/qr-payments-api/ | https://developer.sprint.paymentology.com/notifications/ | companian-api.md | card-api.md | qr-payments-api.md | transaction-stream.md,0,,4,https://developer.sprint.paymentology.com/companion-api/ | https://developer.sprint.paymentology.com/card-api/ | https://developer.sprint.paymentology.com/qr-payments-api/ | https://developer.sprint.paymentology.com/notifications/
docs/Getting Started/security.md,Security,security,3899,1,../tools/checksum-generator/,0,,0,
docs/Getting Started/sync-test.md,sync-test,sync-test,14,0,,0,,0,
docs/Getting Started/testing.md,Get connected,testing,4026,5,https://companion.uat.tutuka.cloud/v2_0/XmlRpc.cfm | https://apidev.tutuka.com/card/v1/XmlRpc.cfm | https://apidev.tutuka.com/mpqr/v1_0/consumer/xmlrpc.cfm | simpos.md | contact-us.md,0,,0,
docs/NOTIFICATIONS/overview-4.md,Overview 4,overview-4,81,0,,0,,0,
docs/card-api/api-reference-card/activatetoken.md,ActivateToken,activatetoken,6159,0,,0,,0,
docs/card-api/api-reference-card/addcardtag.md,AddCardTag,addcardtag,8223,1,https://developer.sprint.paymentology.com/card-api/api-reference/,0,,1,https://developer.sprint.paymentology.com/card-api/api-reference/
docs/card-api/api-reference-card/addpocket.md,AddPocket,addpocket,8065,1,https://developer.sprint.paymentology.com/card-api/api-reference/,0,,1,https://developer.sprint.paymentology.com/card-api/api-reference/
docs/card-api/api-reference-card/appendix.md,Response Codes,appendix,369,0,,0,,0,
